,length,ORF,GC,fickett,hexamer,identity,align_length,align_perc_len,align_perc_ORF,lnc_score,prediction
cre01.g000800.t2.1.v5.5,1213,714.0,62.90189612530915,0.8997,0.0858980709992,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g000850.t1.2.v5.5,1360,573.0,61.61764705882353,1.2096,0.133403602705,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g000900.t1.2.v5.5,2478,1473.0,67.15092816787732,1.3082,0.119712954955,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g000950.t1.1.v5.5,3143,2436.0,70.50588609608654,1.0844,0.126743821237,27.5,171.0,0.05440661788100541,0.07019704433497537,0.0344370341195986,0
cre01.g001000.t1.1.v5.5,3954,3444.0,70.38442083965604,1.1179,0.149352555076,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g001100.t1.2.v5.5,2973,2046.0,68.68483013790784,1.2488,0.169265122913,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g001150.t1.1.v5.5,10067,9762.0,75.39485447501738,1.2812,0.163825493848,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g001200.t1.1.v5.5,9280,6819.0,71.15301724137932,1.2812,0.177196546153,33.5,155.0,0.01670258620689655,0.022730605660654053,0.0344370341195986,0
cre01.g001250.t1.2.v5.5,9913,8325.0,75.55734893574095,1.2812,0.171985663199,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g001300.t1.1.v5.5,17121,15633.0,72.91630161789615,1.1737,0.156325608848,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g001350.t1.2.v5.5,3203,2562.0,69.2788011239463,1.1701,0.144273576771,40.2,199.0,0.062129253824539495,0.07767369242779079,0.0344370341195986,0
cre01.g001400.t1.1.v5.5,4978,3648.0,68.72237846524709,1.2078,0.135778132185,28.6,287.0,0.057653676175170754,0.07867324561403509,0.0344370341195986,0
cre01.g001450.t1.2.v5.5,2724,2115.0,70.52129221732746,1.2542,0.121375484692,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g001501.t1.1.v5.5,4025,3288.0,73.3913043478261,1.0179,0.165852329599,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g001550.t1.1.v5.5,2539,1398.0,66.91610870421425,1.2258,0.167261571887,34.5,168.0,0.06616778259157148,0.12017167381974249,0.0344370341195986,0
cre01.g001600.t1.2.v5.5,2865,1830.0,66.77137870855148,1.2002,0.148084070244,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g001650.t1.2.v5.5,2167,1572.0,74.80387632671896,1.2596,0.185685830881,37.7,77.0,0.03553299492385787,0.048982188295165395,0.0344370341195986,0
cre01.g001657.t1.1.v5.5,1857,696.0,64.40495422724825,1.2218,0.139923772686,72.2,223.0,0.12008616047388261,0.3204022988505747,0.0344370341195986,0
cre01.g001664.t1.1.v5.5,2394,711.0,64.61988304093568,1.2752,0.11558896328,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g001671.t1.1.v5.5,1599,258.0,58.97435897435897,0.9852,0.198192988277,0.0,0.0,0.0,0.0,0.857325335327841,1
cre01.g001678.t1.1.v5.5,6191,4008.0,69.42335648522048,1.2586,0.121315134677,29.7,172.0,0.027782264577612664,0.04291417165668663,0.0344370341195986,0
cre01.g001678.t2.1.v5.5,6119,3936.0,69.35773819251511,1.2586,0.123353893055,29.7,172.0,0.0281091681647328,0.04369918699186992,0.0344370341195986,0
cre01.g001685.t1.1.v5.5,3802,3063.0,68.5691741188848,1.2093,0.0729880815593,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g001700.t1.1.v5.5,9006,5496.0,68.04352653786364,1.2822,0.139232873019,32.7,150.0,0.016655562958027982,0.027292576419213975,0.0344370341195986,0
cre01.g001750.t1.2.v5.5,2289,1647.0,59.41459152468327,1.2402,0.144529256617,25.1,463.0,0.20227173438182613,0.28111718275652703,0.0344370341195986,0
cre01.g001800.t1.1.v5.5,3809,3012.0,60.882121291677606,1.1588,0.178412879574,55.6,275.0,0.0721974271462326,0.09130146082337318,0.0344370341195986,0
cre01.g001950.t1.2.v5.5,2525,1266.0,65.54455445544555,1.0459,0.14924683852,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g001983.t1.1.v5.5,1667,1173.0,62.50749850029994,1.1016,0.0494544383679,36.4,99.0,0.0593881223755249,0.08439897698209718,0.0344370341195986,0
cre01.g001983.t2.1.v5.5,1628,1134.0,62.1007371007371,1.1016,0.059148959865,36.4,99.0,0.060810810810810814,0.0873015873015873,0.0344370341195986,0
cre01.g002050.t1.1.v5.5,3260,2247.0,69.1717791411043,1.2218,0.13436172134,31.1,161.0,0.04938650306748466,0.07165109034267912,0.0344370341195986,0
cre01.g002100.t1.2.v5.5,4412,3603.0,66.99909338168631,1.1054,0.144516408798,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002150.t1.2.v5.5,2502,1023.0,64.30855315747402,1.2326,0.134994842548,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002200.t1.1.v5.5,1182,438.0,67.59729272419628,0.795,0.107261295022,77.2,79.0,0.06683587140439932,0.18036529680365296,0.0344370341195986,0
cre01.g002201.t1.2.v5.5,3262,3057.0,75.38320049049663,1.2116,0.20922831834,38.2,76.0,0.023298589822194973,0.024860974811907098,0.0344370341195986,0
cre01.g002201.t2.1.v5.5,3259,3054.0,75.39122430193311,1.2116,0.208878461171,38.2,76.0,0.02332003682111077,0.024885396201702686,0.0344370341195986,0
cre01.g002203.t1.1.v5.5,3984,3180.0,69.5281124497992,1.1804,0.171201997289,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002227.t1.2.v5.5,1707,807.0,63.91329818394845,0.904,0.122606555351,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002234.t1.1.v5.5,1977,1059.0,62.36722306525038,0.9469,0.103372033238,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002234.t2.1.v5.5,1959,1041.0,62.480857580398165,0.9469,0.10366822215,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002250.t1.2.v5.5,2466,828.0,63.58475263584753,1.243,0.112680328738,47.7,153.0,0.06204379562043796,0.18478260869565216,0.0344370341195986,0
cre01.g002300.t1.2.v5.5,1091,519.0,60.40329972502291,1.2497,0.124051417305,74.3,171.0,0.15673693858845097,0.32947976878612717,0.0344370341195986,0
cre01.g002350.t1.1.v5.5,2615,1791.0,66.34799235181644,1.2822,0.131026323526,39.5,585.0,0.2237093690248566,0.32663316582914576,0.0344370341195986,0
cre01.g002400.t1.1.v5.5,1441,690.0,66.75919500346981,1.263,0.100301090603,35.0,117.0,0.08119361554476058,0.16956521739130434,0.0344370341195986,0
cre01.g002451.t1.1.v5.5,1361,1020.0,70.53637031594415,1.2884,0.0992342430223,39.2,79.0,0.05804555473916238,0.07745098039215687,0.0344370341195986,0
cre01.g002500.t1.2.v5.5,1783,732.0,64.55412226584409,1.2496,0.1180123628,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002550.t1.1.v5.5,3595,1200.0,63.44923504867872,1.242,0.129160612677,30.2,295.0,0.08205841446453407,0.24583333333333332,0.0344370341195986,0
cre01.g002600.t1.2.v5.5,2565,1692.0,70.682261208577,1.2388,0.154595072615,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002650.t1.2.v5.5,2571,1701.0,69.23376118241929,1.1467,0.179580985383,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002700.t1.2.v5.5,4338,3996.0,74.91931765790687,1.206,0.171607751181,34.2,187.0,0.04310742277547257,0.0467967967967968,0.0344370341195986,0
cre01.g002750.t1.2.v5.5,2350,1320.0,68.2127659574468,1.151,0.0721844814734,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002750.t2.1.v5.5,2329,1299.0,68.09789609274367,1.151,0.0728935906228,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002787.t1.1.v5.5,14029,13179.0,68.51521847601397,1.2486,0.0999483886029,34.7,294.0,0.02095658992087818,0.02230821761893922,0.0344370341195986,0
cre01.g002824.t1.1.v5.5,1571,1131.0,67.60025461489496,1.1917,0.110570432846,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002861.t1.1.v5.5,9635,8196.0,63.51842241826674,1.264,0.11491443557,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g002900.t1.2.v5.5,1262,231.0,56.41838351822504,0.9223,0.0973149930291,0.0,0.0,0.0,0.0,0.857325335327841,1
cre01.g002950.t1.1.v5.5,2415,1587.0,67.70186335403727,1.1232,0.159786158975,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g003000.t1.1.v5.5,2764,2511.0,70.40520984081041,1.0822,0.161275700554,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g003050.t1.2.v5.5,5366,4638.0,73.8166231830041,1.2002,0.142765106801,33.7,193.0,0.03596720089452106,0.04161276412246658,0.0344370341195986,0
cre01.g003100.t1.1.v5.5,2654,2103.0,71.7407686510927,1.1542,0.130465063067,47.0,66.0,0.024868123587038434,0.03138373751783167,0.0344370341195986,0
cre01.g003100.t2.1.v5.5,2615,2064.0,71.51051625239006,1.1542,0.135715689341,47.0,66.0,0.025239005736137667,0.03197674418604651,0.0344370341195986,0
cre01.g003150.t1.2.v5.5,3467,2481.0,67.17623305451399,1.1582,0.127623509671,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g003200.t1.2.v5.5,2437,1476.0,65.49035699630693,1.2586,0.130307720108,38.3,133.0,0.05457529749692244,0.09010840108401084,0.0344370341195986,0
cre01.g003250.t1.1.v5.5,2270,1461.0,66.82819383259911,1.152,0.0921539834084,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g003300.t1.2.v5.5,2348,1152.0,59.582623509369675,1.35,0.0903013503365,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g003376.t1.1.v5.5,3192,2283.0,68.04511278195488,1.2534,0.162523141552,50.3,195.0,0.06109022556390977,0.08541392904073587,0.0344370341195986,0
cre01.g003450.t1.1.v5.5,3938,3102.0,73.59065515490097,0.9902,0.156098562552,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g003450.t2.1.v5.5,3935,3099.0,73.59593392630241,0.9902,0.155943292937,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g003463.t1.1.v5.5,3561,2856.0,69.92417860151643,1.2596,0.147375090292,55.3,358.0,0.10053355798932884,0.1253501400560224,0.0344370341195986,0
cre01.g003475.t1.1.v5.5,2648,1983.0,68.58006042296073,1.3094,0.121613484717,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g003487.t1.1.v5.5,2458,1626.0,69.20260374288038,1.0507,0.159605927391,32.9,152.0,0.061838893409275834,0.09348093480934809,0.0344370341195986,0
cre01.g003500.t1.2.v5.5,10084,9420.0,77.07259024196748,1.2046,0.167877360313,33.6,107.0,0.010610868702895676,0.011358811040339702,0.0344370341195986,0
cre01.g003508.t1.1.v5.5,1357,1059.0,71.33382461311717,1.059,0.179556099162,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g003516.t1.1.v5.5,3978,2040.0,65.28406234288587,1.1686,0.14849465621,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g003524.t1.1.v5.5,4518,2202.0,65.05090748118637,1.2176,0.105706289138,35.0,491.0,0.1086764054891545,0.22297910990009082,0.0344370341195986,0
cre01.g003532.t1.1.v5.5,6462,5454.0,72.2376973073352,1.2822,0.137918541849,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g003541.t1.1.v5.5,2526,546.0,60.530482977038794,0.6181,0.0454020677766,0.0,0.0,0.0,0.0,0.0491990860388298,0
cre01.g003550.t1.1.v5.5,3548,2529.0,69.92671927846675,1.3064,0.198158176833,51.1,88.0,0.02480270574971815,0.03479636219849743,0.0344370341195986,0
cre01.g003600.t1.2.v5.5,1521,315.0,61.801446416831034,0.5649,0.157481557362,0.0,0.0,0.0,0.0,0.999896031083604,1
cre01.g003650.t2.1.v5.5,2976,1695.0,61.55913978494624,1.0641,0.105640866056,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g003700.t1.2.v5.5,5602,4728.0,72.47411638700464,1.2228,0.158906416347,28.0,246.0,0.04391288825419493,0.05203045685279188,0.0344370341195986,0
cre01.g003751.t1.1.v5.5,10952,9177.0,70.28853177501826,1.2056,0.181568653001,22.9,223.0,0.020361577794010228,0.02429988013512041,0.0344370341195986,0
cre01.g003800.t1.1.v5.5,8169,6942.0,70.33908679152896,1.0302,0.146278492383,39.8,166.0,0.02032072469090464,0.023912417170844136,0.0344370341195986,0
cre01.g003826.t1.1.v5.5,2427,390.0,56.407086938607335,0.907,0.0109302467602,0.0,0.0,0.0,0.0,0.857325335327841,1
cre01.g003850.t1.1.v5.5,3605,1803.0,62.08044382801664,1.2488,0.117408998768,27.7,452.0,0.12538141470180306,0.2506932889628397,0.0344370341195986,0
cre01.g003950.t1.1.v5.5,9313,7542.0,63.159025018790935,1.269,0.122947063335,25.1,191.0,0.02050896596155911,0.02532484752055158,0.0344370341195986,0
cre01.g003950.t2.1.v5.5,9283,7512.0,63.13691694495314,1.269,0.122932047888,25.1,191.0,0.020575245071636324,0.02542598509052183,0.0344370341195986,0
cre01.g004000.t1.2.v5.5,1790,795.0,58.100558659217874,1.3174,0.0803185358626,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g004050.t1.2.v5.5,1349,417.0,61.378799110452185,0.5335,0.0917383512435,0.0,0.0,0.0,0.0,0.857325335327841,1
cre01.g004124.t1.1.v5.5,10605,7524.0,60.81093823668081,1.3152,0.128776439907,24.1,191.0,0.01801037246581801,0.025385433280170122,0.0344370341195986,0
cre01.g004124.t2.1.v5.5,10599,7518.0,60.81705821303897,1.3152,0.128739417531,24.1,191.0,0.018020567978111142,0.025405693003458366,0.0344370341195986,0
cre01.g004157.t1.2.v5.5,10244,7689.0,62.10464662241312,1.2942,0.128031774069,25.1,191.0,0.01864506052323311,0.024840681493042006,0.0344370341195986,0
cre01.g004200.t1.2.v5.5,4078,3096.0,66.62579695929377,1.102,0.124317345331,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g004250.t1.2.v5.5,1125,345.0,58.48888888888889,1.2545,0.123339643546,62.5,96.0,0.08533333333333333,0.2782608695652174,0.0344370341195986,0
cre01.g004300.t1.2.v5.5,2554,1737.0,62.33359436178544,1.3098,0.106416722194,65.3,562.0,0.22004698512137824,0.3235463442717329,0.0344370341195986,0
cre01.g004350.t1.2.v5.5,3793,2682.0,65.9108884787767,1.2366,0.158551555955,25.3,711.0,0.18745056683364092,0.2651006711409396,0.0344370341195986,0
cre01.g004400.t1.2.v5.5,1319,585.0,58.529188779378316,1.2654,0.0917886298509,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g004450.t1.2.v5.5,1449,813.0,61.628709454796414,1.2492,0.160955211522,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g004500.t1.2.v5.5,2249,1464.0,64.65095598043575,1.2993,0.0668896367731,78.8,449.0,0.19964428634948866,0.30669398907103823,0.0344370341195986,0
cre01.g004550.t1.2.v5.5,4690,3921.0,70.63965884861408,1.2388,0.143978104879,34.6,81.0,0.017270788912579958,0.020657995409334353,0.0344370341195986,0
cre01.g004600.t1.1.v5.5,12099,9531.0,68.39408215555005,1.0434,0.163678631633,34.3,108.0,0.008926357550210762,0.0113314447592068,0.0344370341195986,0
cre01.g004651.t1.1.v5.5,1525,618.0,57.50819672131148,1.1638,0.101148296148,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g004700.t1.2.v5.5,1229,627.0,59.39788445890968,1.2925,0.129189037641,34.4,90.0,0.07323026851098453,0.14354066985645933,0.0344370341195986,0
cre01.g004750.t1.1.v5.5,2818,1263.0,61.816891412349186,1.2097,0.134140841446,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g004750.t2.1.v5.5,2537,1065.0,61.29286558927868,1.2574,0.126470143492,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g004800.t1.2.v5.5,3269,1476.0,59.80422147445702,1.2164,0.136986396675,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g004850.t1.1.v5.5,6408,5586.0,70.92696629213484,1.2272,0.165737558411,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g004900.t1.2.v5.5,1896,684.0,60.39029535864979,1.2924,0.137038007864,27.6,217.0,0.11445147679324895,0.3172514619883041,0.0344370341195986,0
cre01.g004926.t1.1.v5.5,653,165.0,55.895865237366,0.6804,-0.0142637530075,0.0,0.0,0.0,0.0,0.0752671317564969,0
cre01.g004950.t1.1.v5.5,2342,690.0,58.5397096498719,1.2924,0.137712170202,28.1,263.0,0.11229718189581554,0.38115942028985506,0.0344370341195986,0
cre01.g005001.t1.1.v5.5,1535,702.0,59.54397394136808,1.089,0.104619854844,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g005050.t1.1.v5.5,3055,2613.0,59.770867430441896,1.2938,0.147524457883,24.2,747.0,0.24451718494271685,0.28587830080367393,0.0344370341195986,0
cre01.g005100.t1.1.v5.5,2010,855.0,62.039800995024876,1.1866,0.109673200243,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g005126.t1.1.v5.5,447,207.0,65.32438478747204,1.2326,0.0814685261817,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g005150.t1.1.v5.5,2348,1347.0,62.47870528109029,1.2492,0.101312830729,54.4,388.0,0.16524701873935263,0.28804751299183373,0.0344370341195986,0
cre01.g005200.t1.1.v5.5,5078,3135.0,64.41512406459236,1.098,0.0885116125274,24.7,166.0,0.03269003544702639,0.05295055821371611,0.0344370341195986,0
cre01.g005250.t1.2.v5.5,1584,417.0,63.38383838383838,0.944,0.185550181877,0.0,0.0,0.0,0.0,0.857325335327841,1
cre01.g005300.t1.2.v5.5,2041,840.0,61.146496815286625,1.1958,0.159683006889,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g005350.t1.2.v5.5,2060,873.0,63.640776699029125,0.8053,0.147468519914,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g005400.t1.1.v5.5,1387,837.0,64.02307137707282,1.3064,0.1107969452,40.5,200.0,0.14419610670511895,0.23894862604540024,0.0344370341195986,0
cre01.g005450.t1.2.v5.5,1147,651.0,60.94158674803836,1.1888,0.0956138979835,39.9,138.0,0.12031386224934612,0.2119815668202765,0.0344370341195986,0
cre01.g005500.t1.2.v5.5,3585,3180.0,67.22454672245468,1.221,0.133321048394,23.3,438.0,0.12217573221757322,0.13773584905660377,0.0344370341195986,0
cre01.g005534.t1.2.v5.5,1065,585.0,57.370892018779344,1.0046,0.125126682053,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g005543.t1.1.v5.5,682,216.0,55.71847507331378,1.1145,0.112345741077,0.0,0.0,0.0,0.0,0.0936911027994316,0
cre01.g005550.t1.2.v5.5,1330,555.0,53.83458646616541,1.2874,0.0975008480004,66.7,183.0,0.13759398496240602,0.32972972972972975,0.0344370341195986,0
cre01.g005600.t1.1.v5.5,1923,594.0,58.60634425377015,0.8482,0.115611606876,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g005651.t1.1.v5.5,2729,1473.0,58.409673873213634,1.066,0.107417660129,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g005701.t1.2.v5.5,2624,1332.0,59.5655487804878,1.1848,0.114706868822,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g005701.t2.1.v5.5,2606,1332.0,59.55487336914812,1.1848,0.114706868822,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g005750.t1.1.v5.5,1763,1203.0,65.00283607487238,1.0875,0.0734521944647,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g005813.t1.2.v5.5,2582,1989.0,64.6010844306739,1.149,0.181953079081,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g005850.t1.2.v5.5,1472,564.0,58.62771739130435,1.2118,0.105912182376,50.3,189.0,0.12839673913043478,0.3351063829787234,0.0344370341195986,0
cre01.g005900.t1.1.v5.5,2127,1425.0,65.20921485660554,1.2804,0.120882282997,37.2,298.0,0.14010343206393983,0.20912280701754385,0.0344370341195986,0
cre01.g005950.t1.2.v5.5,2536,1326.0,62.69716088328076,1.2336,0.138246737018,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g006000.t1.1.v5.5,4097,2220.0,67.26873321942885,1.1776,0.143369414439,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g006050.t1.1.v5.5,5362,4125.0,69.20925027974636,1.2066,0.174949297425,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g006100.t1.2.v5.5,985,495.0,60.81218274111675,1.2196,0.0482394614674,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g006150.t1.1.v5.5,3324,1833.0,63.23706377858002,1.242,0.123744266877,57.1,520.0,0.15643802647412755,0.28368794326241137,0.0344370341195986,0
cre01.g006202.t1.1.v5.5,2450,2346.0,68.85714285714286,1.2264,0.118579364069,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g006250.t1.2.v5.5,1824,540.0,54.93421052631579,1.1904,0.13876327639,39.5,76.0,0.041666666666666664,0.14074074074074075,0.0344370341195986,0
cre01.g006301.t1.1.v5.5,3058,510.0,56.801831262262915,0.7946,0.044436099573,0.0,0.0,0.0,0.0,0.259367286900433,0
cre01.g006352.t1.1.v5.5,3459,630.0,60.075166233015324,0.7124,0.0853125260987,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g006402.t1.1.v5.5,3550,534.0,58.84507042253521,1.2614,0.124501133304,0.0,0.0,0.0,0.0,0.736159394633712,1
cre01.g006450.t1.2.v5.5,1749,1686.0,69.86849628359062,1.1282,0.124784702358,30.2,86.0,0.049170954831332186,0.051008303677342826,0.0344370341195986,0
cre01.g006450.t2.1.v5.5,2988,2346.0,67.30254350736278,1.1904,0.134064034364,30.2,86.0,0.028781793842034806,0.03665814151747655,0.0344370341195986,0
cre01.g006500.t1.1.v5.5,3536,2718.0,65.80882352941177,1.262,0.141904388162,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g006550.t1.1.v5.5,838,483.0,63.48448687350835,1.2262,0.151476738606,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g006576.t1.1.v5.5,3993,3177.0,69.42148760330579,1.0891,0.107747647224,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g006600.t1.2.v5.5,3544,2622.0,66.84537246049662,1.2164,0.12285696196,25.1,498.0,0.14051918735891647,0.18993135011441648,0.0344370341195986,0
cre01.g006614.t1.1.v5.5,1798,1608.0,65.90656284760846,1.1621,0.112618612533,30.1,236.0,0.13125695216907676,0.14676616915422885,0.0344370341195986,0
cre01.g006628.t1.1.v5.5,2062,453.0,61.008729388942776,0.8217,0.1004609552,34.5,84.0,0.040737148399612025,0.18543046357615894,0.0344370341195986,0
cre01.g006628.t2.1.v5.5,1952,453.0,60.60450819672131,0.8217,0.1004609552,34.5,84.0,0.0430327868852459,0.18543046357615894,0.0344370341195986,0
cre01.g006642.t1.1.v5.5,1086,399.0,66.66666666666667,0.9767,0.0428868829964,0.0,0.0,0.0,0.0,0.736159394633712,1
cre01.g006656.t1.1.v5.5,676,372.0,61.53846153846154,1.1891,0.125125705988,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g006670.t1.1.v5.5,3020,1797.0,63.841059602649004,1.2282,0.120973657162,30.6,134.0,0.04437086092715232,0.07456872565386756,0.0344370341195986,0
cre01.g006700.t1.2.v5.5,2940,1359.0,59.35374149659864,1.2416,0.112209404512,24.3,423.0,0.14387755102040817,0.31125827814569534,0.0344370341195986,0
cre01.g006733.t1.1.v5.5,1283,309.0,59.78176149649259,1.0872,0.0873796211997,0.0,0.0,0.0,0.0,0.857325335327841,1
cre01.g006766.t1.1.v5.5,3009,2079.0,64.50648055832502,1.2276,0.121505426929,0.0,0.0,0.0,0.0,0.0344370341195986,0
cre01.g006800.t1.1.v5.5,2223,1497.0,61.1336032388664,1.3118,0.0838001513607,51.6,430.0,0.19343229869545658,0.28724114896459585,0.0344370341195986,0
cre01.g006850.t1.2.v5.5,1635,408.0,54.5565749235474,0.8332,0.0833746868002,0.0,0.0,0.0,0.0,0.680980691826405,1
cre01.g006876.t1.1.v5.5,1353,222.0,58.61049519586105,0.6663,0.100359479875,0.0,0.0,0.0,0.0,0.857325335327841,1
cre01.g006900.t1.1.v5.5,8166,6546.0,68.17291207445506,1.1395,0.103139742127,25.0,336.0,0.041146216017634095,0.051329055912007336,0.0344370341195986,0
