,length,ORF,GC,fickett,hexamer,identity,align_length,align_perc_len,align_perc_ORF,lnc_score,prediction
100582.v1.91,1359,1101.0,54.45180279617366,0.9245,0.102476227972,47.8,448.0,0.329654157468727,0.4069028156221617,0.0344370341195986,0
100588.v1.91,711,711.0,56.258790436005626,1.0882,0.094864040802,51.7,58.0,0.08157524613220815,0.08157524613220815,0.0344370341195986,0
100599.v1.91,1434,1434.0,57.67085076708508,1.2871,0.101134446846,50.2,462.0,0.32217573221757323,0.32217573221757323,0.0344370341195986,0
100620.v1.91,1695,1695.0,59.70501474926254,1.3126,0.137691954236,36.2,555.0,0.3274336283185841,0.3274336283185841,0.0344370341195986,0
100621.v1.91,1851,1851.0,61.750405186385734,1.2864,0.137438902264,33.8,556.0,0.3003781739600216,0.3003781739600216,0.0344370341195986,0
100633.v1.91,669,669.0,53.21375186846039,1.2754,0.0814504455756,42.2,64.0,0.09566517189835576,0.09566517189835576,0.0344370341195986,0
100635.v1.91,669,669.0,53.81165919282511,1.2692,0.0881875374105,44.8,58.0,0.08669656203288491,0.08669656203288491,0.0344370341195986,0
100651.v1.91,579,579.0,55.09499136442142,0.9797,0.114428892018,38.3,183.0,0.3160621761658031,0.3160621761658031,0.0344370341195986,0
10066.v1.91,882,873.0,54.76190476190476,0.979,0.153376477421,35.0,294.0,0.3333333333333333,0.33676975945017185,0.0344370341195986,0
100667.v1.91,699,699.0,54.36337625178827,1.2488,0.0913925484868,43.1,58.0,0.08297567954220315,0.08297567954220315,0.0344370341195986,0
100679.v1.91,258,147.0,54.651162790697676,0.6956,0.135467971858,53.0,83.0,0.32170542635658916,0.564625850340136,0.0344370341195986,0
100681.v1.91,708,708.0,52.68361581920904,1.1828,0.12467859482,32.8,232.0,0.327683615819209,0.327683615819209,0.0344370341195986,0
100702.v1.91,2124,1764.0,49.90583804143126,1.0495,0.0819819202605,38.9,647.0,0.3046139359698682,0.3667800453514739,0.0344370341195986,0
100719.v1.91,492,339.0,55.89430894308943,0.9636,0.0892917889559,39.6,159.0,0.3231707317073171,0.4690265486725664,0.0344370341195986,0
100734.v1.91,441,441.0,48.29931972789116,0.5565,0.0926383831353,54.4,103.0,0.23356009070294784,0.23356009070294784,0.0344370341195986,0
100748.v1.91,1233,1233.0,45.6609894566099,0.9525,0.0699574765879,51.9,362.0,0.2935928629359286,0.2935928629359286,0.0344370341195986,0
100752.v1.91,1527,1527.0,54.878847413228556,1.0179,0.0951091332942,0.0,0.0,0.0,0.0,0.0344370341195986,0
10077.v1.91,1368,1182.0,55.19005847953216,1.1913,0.121767405901,33.3,441.0,0.3223684210526316,0.3730964467005076,0.0344370341195986,0
100775.v1.91,939,939.0,57.08200212992545,1.2171,0.113877660168,31.3,326.0,0.34717784877529284,0.34717784877529284,0.0344370341195986,0
100778.v1.91,864,864.0,42.708333333333336,0.7776,0.0379289767099,35.0,309.0,0.3576388888888889,0.3576388888888889,0.0344370341195986,0
100779.v1.91,795,795.0,59.874213836477985,1.2873,0.148798925891,38.8,224.0,0.28176100628930817,0.28176100628930817,0.0344370341195986,0
100780.v1.91,939,939.0,56.86900958466454,1.2607,0.124934868297,32.4,324.0,0.3450479233226837,0.3450479233226837,0.0344370341195986,0
100785.v1.91,660,660.0,52.27272727272727,0.9602,0.0898351013686,33.9,221.0,0.33484848484848484,0.33484848484848484,0.0344370341195986,0
100790.v1.91,591,225.0,49.23857868020305,0.7417,0.100704773949,58.6,191.0,0.32318104906937395,0.8488888888888889,0.0344370341195986,0
100795.v1.91,726,726.0,59.77961432506887,1.1516,0.120598767266,28.6,241.0,0.3319559228650138,0.3319559228650138,0.0344370341195986,0
100820.v1.91,1755,1755.0,53.56125356125356,1.1241,0.113871081855,47.7,558.0,0.31794871794871793,0.31794871794871793,0.0344370341195986,0
100825.v1.91,1944,1944.0,57.767489711934154,1.2852,0.133887155168,31.3,616.0,0.3168724279835391,0.3168724279835391,0.0344370341195986,0
100832.v1.91,177,135.0,49.717514124293785,0.8769,0.0741413418951,0.0,0.0,0.0,0.0,0.0344370341195986,0
100869.v1.91,1035,1035.0,52.94685990338164,1.0116,0.121731080867,36.8,321.0,0.3101449275362319,0.3101449275362319,0.0344370341195986,0
100874.v1.91,327,327.0,62.38532110091743,1.1741,0.141384431363,54.6,97.0,0.2966360856269113,0.2966360856269113,0.0344370341195986,0
100881.v1.91,402,402.0,58.70646766169154,0.8089,0.111537560427,38.1,139.0,0.34577114427860695,0.34577114427860695,0.0344370341195986,0
100893.v1.91,648,648.0,59.876543209876544,1.0471,0.110029922056,34.2,202.0,0.3117283950617284,0.3117283950617284,0.0344370341195986,0
100903.v1.91,312,312.0,52.88461538461539,0.5382,0.0710833996496,0.0,0.0,0.0,0.0,0.0344370341195986,0
100906.v1.91,2361,2361.0,53.49428208386277,1.2038,0.103922518073,48.5,777.0,0.3290978398983482,0.3290978398983482,0.0344370341195986,0
100907.v1.91,591,591.0,55.83756345177665,1.2656,0.134365159024,59.8,179.0,0.30287648054145516,0.30287648054145516,0.0344370341195986,0
100915.v1.91,444,444.0,50.0,1.2575,0.0920523507106,34.9,86.0,0.19369369369369369,0.19369369369369369,0.0344370341195986,0
100916.v1.91,1683,1317.0,48.06892453951277,1.0312,0.0883104531221,37.0,571.0,0.3392751039809863,0.43356112376613515,0.0344370341195986,0
100921.v1.91,336,297.0,57.73809523809524,0.881,0.129268041854,41.3,109.0,0.3244047619047619,0.367003367003367,0.0344370341195986,0
100929.v1.91,1497,1428.0,48.63059452237809,1.0343,0.0959359971931,54.9,472.0,0.3152972611890448,0.33053221288515405,0.0344370341195986,0
100938.v1.91,1149,1149.0,56.7449956483899,1.0982,0.0838207774699,34.2,412.0,0.35857267188859876,0.35857267188859876,0.0344370341195986,0
100942.v1.91,2019,2019.0,54.977711738484395,1.0181,0.108922265239,27.0,577.0,0.2857850421000495,0.2857850421000495,0.0344370341195986,0
100946.v1.91,1302,1302.0,55.4531490015361,1.0866,0.147110263086,51.2,391.0,0.30030721966205837,0.30030721966205837,0.0344370341195986,0
100947.v1.91,570,495.0,48.59649122807018,1.2975,0.0954828399707,48.8,170.0,0.2982456140350877,0.3434343434343434,0.0344370341195986,0
100958.v1.91,1203,1203.0,49.62593516209476,1.0091,0.0796627893626,68.6,405.0,0.33665835411471323,0.33665835411471323,0.0344370341195986,0
100977.v1.91,1854,1371.0,45.954692556634306,1.0259,0.10421854441,64.2,609.0,0.3284789644012945,0.4442013129102845,0.0344370341195986,0
100980.v1.91,591,399.0,49.746192893401016,1.186,0.108978426843,62.1,195.0,0.3299492385786802,0.48872180451127817,0.0344370341195986,0
100988.v1.91,636,636.0,52.20125786163522,1.0056,0.0850939548816,43.0,114.0,0.1792452830188679,0.1792452830188679,0.0344370341195986,0
100996.v1.91,1581,1581.0,59.39278937381404,1.1603,0.152113141091,44.8,433.0,0.2738772928526249,0.2738772928526249,0.0344370341195986,0
101.v1.91,2763,2721.0,56.786102062975026,1.2654,0.124295399943,29.2,863.0,0.3123416576185306,0.3171628077912532,0.0344370341195986,0
101001.v1.91,1533,1533.0,49.445531637312456,0.8709,0.106762150663,47.7,547.0,0.3568166992824527,0.3568166992824527,0.0344370341195986,0
101002.v1.91,915,915.0,50.27322404371585,0.6493,0.0924955881765,59.3,300.0,0.32786885245901637,0.32786885245901637,0.0344370341195986,0
101011.v1.91,1320,1320.0,55.90909090909091,1.1567,0.120893302225,55.1,361.0,0.2734848484848485,0.2734848484848485,0.0344370341195986,0
101022.v1.91,1527,1527.0,49.44335297969876,0.8397,0.0766989902592,52.7,478.0,0.31303208906352326,0.31303208906352326,0.0344370341195986,0
101023.v1.91,948,948.0,59.177215189873415,1.1726,0.109402200272,0.0,0.0,0.0,0.0,0.0344370341195986,0
101024.v1.91,513,513.0,53.606237816764136,0.9989,0.109467718791,52.7,167.0,0.3255360623781676,0.3255360623781676,0.0344370341195986,0
101049.v1.91,312,75.0,51.282051282051285,1.1973,0.0416975697893,55.6,81.0,0.25961538461538464,1.08,0.0344370341195986,0
101052.v1.91,1401,1401.0,49.82155603140614,1.062,0.10583038979,41.9,370.0,0.26409707351891504,0.26409707351891504,0.0344370341195986,0
101054.v1.91,336,336.0,48.51190476190476,0.8342,0.0186474673997,28.3,106.0,0.31547619047619047,0.31547619047619047,0.0344370341195986,0
101056.v1.91,573,573.0,51.832460732984295,0.8493,0.110764058381,0.0,0.0,0.0,0.0,0.0344370341195986,0
101058.v1.91,1197,1197.0,54.636591478696744,1.0531,0.153208429726,40.5,402.0,0.3358395989974937,0.3358395989974937,0.0344370341195986,0
101062.v1.91,1002,1002.0,58.383233532934135,1.2013,0.136078504958,42.7,295.0,0.2944111776447106,0.2944111776447106,0.0344370341195986,0
101066.v1.91,861,861.0,47.851335656213706,0.928,0.100940174837,31.4,315.0,0.36585365853658536,0.36585365853658536,0.0344370341195986,0
101071.v1.91,684,684.0,47.07602339181287,1.1797,0.117987938123,0.0,0.0,0.0,0.0,0.0344370341195986,0
101072.v1.91,1518,1518.0,54.61133069828722,1.0142,0.130534198143,28.0,496.0,0.32674571805006586,0.32674571805006586,0.0344370341195986,0
101073.v1.91,933,933.0,58.735262593783496,1.2976,0.143276330198,79.4,306.0,0.3279742765273312,0.3279742765273312,0.0344370341195986,0
101075.v1.91,1704,1704.0,54.10798122065728,1.2611,0.107657943567,32.5,529.0,0.3104460093896714,0.3104460093896714,0.0344370341195986,0
101090.v1.91,957,957.0,49.843260188087775,0.797,0.0673081509915,51.9,316.0,0.33019853709508884,0.33019853709508884,0.0344370341195986,0
101093.v1.91,1848,1848.0,58.92857142857143,1.239,0.132405026314,38.1,569.0,0.3079004329004329,0.3079004329004329,0.0344370341195986,0
101095.v1.91,891,891.0,58.24915824915825,1.25,0.100326547424,45.7,267.0,0.2996632996632997,0.2996632996632997,0.0344370341195986,0
101100.v1.91,513,513.0,53.41130604288499,0.935,0.110422652048,52.1,167.0,0.3255360623781676,0.3255360623781676,0.0344370341195986,0
101113.v1.91,1068,1068.0,57.11610486891386,1.017,0.123407576971,57.1,245.0,0.22940074906367042,0.22940074906367042,0.0344370341195986,0
101118.v1.91,1149,1149.0,54.39512619669278,1.2557,0.109114581483,50.9,385.0,0.33507397737162753,0.33507397737162753,0.0344370341195986,0
101122.v1.91,4293,4293.0,55.74190542744002,1.2557,0.110407702301,64.7,1409.0,0.32820871185651057,0.32820871185651057,0.0344370341195986,0
101139.v1.91,2706,2706.0,52.62379896526238,1.1414,0.105978035975,59.1,788.0,0.29120473022912047,0.29120473022912047,0.0344370341195986,0
101142.v1.91,1170,1089.0,53.84615384615385,1.0769,0.0904378129281,39.8,369.0,0.3153846153846154,0.33884297520661155,0.0344370341195986,0
101148.v1.91,1197,1197.0,51.37844611528822,1.1086,0.118810345479,52.7,376.0,0.3141186299081036,0.3141186299081036,0.0344370341195986,0
10115.v1.91,1887,1641.0,41.44144144144144,0.7975,0.0689403391033,33.4,613.0,0.32485426603073664,0.37355271176112126,0.0344370341195986,0
101161.v1.91,1929,1929.0,53.965785381026436,1.0754,0.123758395121,56.3,607.0,0.3146708138932089,0.3146708138932089,0.0344370341195986,0
101166.v1.91,999,999.0,42.24224224224224,0.8748,0.0500904992595,36.0,283.0,0.2832832832832833,0.2832832832832833,0.0344370341195986,0
101169.v1.91,243,171.0,48.97119341563786,0.7446,0.118365424035,37.7,69.0,0.2839506172839506,0.40350877192982454,0.0344370341195986,0
101176.v1.91,1299,1224.0,48.42186297151655,1.1156,0.110185322136,42.9,399.0,0.3071593533487298,0.32598039215686275,0.0344370341195986,0
101192.v1.91,1002,1002.0,47.405189620758485,1.0688,0.0897894203566,62.0,329.0,0.3283433133732535,0.3283433133732535,0.0344370341195986,0
101205.v1.91,1722,1722.0,57.142857142857146,1.1919,0.128834176171,34.6,457.0,0.2653890824622532,0.2653890824622532,0.0344370341195986,0
101207.v1.91,1191,1191.0,54.575986565911,1.1185,0.109044759286,35.6,337.0,0.28295549958018473,0.28295549958018473,0.0344370341195986,0
101213.v1.91,1770,1770.0,59.77401129943503,1.281,0.0989756968941,40.7,562.0,0.31751412429378534,0.31751412429378534,0.0344370341195986,0
101237.v1.91,1398,1398.0,55.72246065808297,0.9991,0.106550363931,39.6,399.0,0.2854077253218884,0.2854077253218884,0.0344370341195986,0
101239.v1.91,2040,2040.0,54.46078431372549,1.1286,0.131956896656,36.0,673.0,0.3299019607843137,0.3299019607843137,0.0344370341195986,0
101241.v1.91,1008,1008.0,55.15873015873016,1.1922,0.107989959177,36.5,277.0,0.2748015873015873,0.2748015873015873,0.0344370341195986,0
101245.v1.91,1146,1146.0,60.82024432809773,1.2622,0.123724313835,37.8,376.0,0.32809773123909247,0.32809773123909247,0.0344370341195986,0
101250.v1.91,999,999.0,41.74174174174174,0.9019,0.0571493255277,34.4,331.0,0.33133133133133136,0.33133133133133136,0.0344370341195986,0
101253.v1.91,963,963.0,54.205607476635514,0.8361,0.122593930404,57.1,317.0,0.3291796469366563,0.3291796469366563,0.0344370341195986,0
101258.v1.91,948,948.0,55.379746835443036,0.856,0.0927906254865,56.1,301.0,0.31751054852320676,0.31751054852320676,0.0344370341195986,0
101271.v1.91,1176,1176.0,57.22789115646258,1.2065,0.102745618141,56.7,293.0,0.24914965986394558,0.24914965986394558,0.0344370341195986,0
101273.v1.91,201,201.0,52.23880597014925,0.7282,0.0803520236101,53.3,60.0,0.29850746268656714,0.29850746268656714,0.0344370341195986,0
101278.v1.91,711,711.0,52.88326300984529,1.2848,0.0962329195545,0.0,0.0,0.0,0.0,0.0344370341195986,0
101296.v1.91,1890,1890.0,50.63492063492063,1.0799,0.100629426082,73.3,539.0,0.2851851851851852,0.2851851851851852,0.0344370341195986,0
101308.v1.91,711,711.0,52.60196905766526,1.2614,0.108930970607,68.9,206.0,0.28973277074542897,0.28973277074542897,0.0344370341195986,0
101316.v1.91,840,840.0,56.666666666666664,1.252,0.126242041632,40.3,258.0,0.30714285714285716,0.30714285714285716,0.0344370341195986,0
101336.v1.91,993,993.0,47.43202416918429,1.0639,0.0939182229075,31.7,331.0,0.3333333333333333,0.3333333333333333,0.0344370341195986,0
101338.v1.91,4281,4281.0,47.83928988554076,0.9344,0.0884653903494,58.8,1419.0,0.3314646110721794,0.3314646110721794,0.0344370341195986,0
101343.v1.91,795,648.0,55.22012578616352,0.9453,0.120528326566,0.0,0.0,0.0,0.0,0.0344370341195986,0
101351.v1.91,1311,1284.0,39.43554538520213,0.9437,0.0198680165841,57.8,445.0,0.33943554538520215,0.34657320872274144,0.0344370341195986,0
101352.v1.91,1101,1101.0,50.04541326067211,0.9085,0.105899976542,30.2,225.0,0.20435967302452315,0.20435967302452315,0.0344370341195986,0
101359.v1.91,204,45.0,54.90196078431372,0.5151,0.0755515181612,50.9,55.0,0.2696078431372549,1.2222222222222223,0.0344370341195986,0
101367.v1.91,3267,3267.0,49.372513008876645,0.8764,0.0997253846214,20.8,322.0,0.09856137128864402,0.09856137128864402,0.0344370341195986,0
101375.v1.91,561,561.0,52.94117647058823,1.0924,0.0953543279919,53.7,188.0,0.33511586452762926,0.33511586452762926,0.0344370341195986,0
101378.v1.91,576,507.0,55.208333333333336,1.1772,0.127216663571,0.0,0.0,0.0,0.0,0.0344370341195986,0
101384.v1.91,180,0.0,46.111111111111114,0.0,0.0,57.1,56.0,0.3111111111111111,0.0,0.0344370341195986,0
101391.v1.91,1560,1560.0,49.93589743589744,0.9067,0.113345054681,55.4,471.0,0.3019230769230769,0.3019230769230769,0.0344370341195986,0
101399.v1.91,633,522.0,46.44549763033175,1.2287,0.0758975911829,65.5,203.0,0.320695102685624,0.3888888888888889,0.0344370341195986,0
10140.v1.91,2109,2046.0,44.38122332859175,1.0214,0.0736951986924,56.7,706.0,0.33475580844001895,0.34506353861192574,0.0344370341195986,0
101401.v1.91,465,279.0,49.03225806451613,0.9377,0.0803697300649,0.0,0.0,0.0,0.0,0.0344370341195986,0
101402.v1.91,153,138.0,50.326797385620914,0.9627,0.0462669128237,65.1,43.0,0.28104575163398693,0.3115942028985507,0.0344370341195986,0
101407.v1.91,1368,1368.0,52.41228070175438,1.0324,0.0975377508265,63.7,454.0,0.33187134502923976,0.33187134502923976,0.0344370341195986,0
101436.v1.91,717,717.0,49.5118549511855,0.8045,0.10220697432,0.0,0.0,0.0,0.0,0.0344370341195986,0
101447.v1.91,261,144.0,55.172413793103445,1.2559,0.162998901381,47.1,87.0,0.3333333333333333,0.6041666666666666,0.0344370341195986,0
101455.v1.91,1908,1908.0,58.280922431865825,1.1727,0.116250994291,37.3,587.0,0.30765199161425577,0.30765199161425577,0.0344370341195986,0
101464.v1.91,1416,1416.0,52.33050847457627,0.8907,0.125894757871,57.4,444.0,0.3135593220338983,0.3135593220338983,0.0344370341195986,0
101466.v1.91,513,513.0,52.826510721247566,0.9627,0.11168048745,51.5,167.0,0.3255360623781676,0.3255360623781676,0.0344370341195986,0
101474.v1.91,1095,1095.0,63.28767123287671,1.2622,0.138653019387,31.7,350.0,0.319634703196347,0.319634703196347,0.0344370341195986,0
101476.v1.91,1422,1422.0,51.61744022503516,1.1676,0.109966423338,31.9,457.0,0.32137834036568214,0.32137834036568214,0.0344370341195986,0
101483.v1.91,1161,1029.0,48.7510766580534,0.9569,0.087384987982,25.7,339.0,0.29198966408268734,0.3294460641399417,0.0344370341195986,0
101484.v1.91,267,267.0,62.546816479400746,0.8297,0.114268282319,76.1,88.0,0.3295880149812734,0.3295880149812734,0.0344370341195986,0
101485.v1.91,849,849.0,62.073027090694936,1.2736,0.106403047355,59.8,281.0,0.3309776207302709,0.3309776207302709,0.0344370341195986,0
101488.v1.91,2736,2736.0,57.090643274853804,1.0737,0.145791462309,61.8,887.0,0.32419590643274854,0.32419590643274854,0.0344370341195986,0
101494.v1.91,483,183.0,46.997929606625256,0.4883,0.0399561460731,29.5,149.0,0.3084886128364389,0.8142076502732241,0.0344370341195986,0
101499.v1.91,240,111.0,52.5,1.2663,0.184605587355,48.8,82.0,0.3416666666666667,0.7387387387387387,0.0344370341195986,0
101512.v1.91,432,432.0,54.861111111111114,1.1272,0.156779322303,39.7,141.0,0.3263888888888889,0.3263888888888889,0.0344370341195986,0
101516.v1.91,801,426.0,47.690387016229714,1.0013,0.147500044598,0.0,0.0,0.0,0.0,0.0344370341195986,0
101522.v1.91,171,171.0,56.72514619883041,1.083,0.140411424566,68.4,57.0,0.3333333333333333,0.3333333333333333,0.0344370341195986,0
101524.v1.91,666,666.0,59.909909909909906,1.2302,0.144009643592,34.4,218.0,0.32732732732732733,0.32732732732732733,0.0344370341195986,0
101525.v1.91,1287,1287.0,51.126651126651126,1.1982,0.117208527028,46.3,382.0,0.29681429681429683,0.29681429681429683,0.0344370341195986,0
101529.v1.91,210,177.0,54.285714285714285,0.8156,0.0604703065214,72.5,40.0,0.19047619047619047,0.22598870056497175,0.0344370341195986,0
101544.v1.91,681,681.0,51.10132158590309,1.0442,0.0856703494988,0.0,0.0,0.0,0.0,0.0344370341195986,0
101547.v1.91,825,825.0,50.54545454545455,0.9336,0.108839495564,35.4,277.0,0.33575757575757575,0.33575757575757575,0.0344370341195986,0
101548.v1.91,237,237.0,53.586497890295355,1.3129,0.122716189871,85.7,77.0,0.32489451476793246,0.32489451476793246,0.0344370341195986,0
101549.v1.91,1362,1362.0,51.248164464023496,0.9739,0.113569423038,29.2,483.0,0.35462555066079293,0.35462555066079293,0.0344370341195986,0
101553.v1.91,573,573.0,54.79930191972077,1.2114,0.0963281375173,67.4,129.0,0.225130890052356,0.225130890052356,0.0344370341195986,0
101554.v1.91,534,534.0,50.561797752808985,1.0728,0.0839609432531,31.2,109.0,0.20411985018726592,0.20411985018726592,0.0344370341195986,0
101568.v1.91,840,840.0,49.523809523809526,1.2741,0.133154451958,64.1,248.0,0.29523809523809524,0.29523809523809524,0.0344370341195986,0
101575.v1.91,1209,855.0,48.22167080231596,0.8765,0.0685735724597,38.3,206.0,0.17038875103391232,0.2409356725146199,0.0344370341195986,0
